unidad_academica,id_estudiante,carrera,regular,cnt_readmisiones,calidad,anio_plan_estudios,fecha_ingreso,total_actividades
ESCINFO,ESCINFO-5427,PB,N,0.0,P,2017,12/12/2020,25
ESCINFO,ESCINFO-5879,PB,S,1.0,P,2017,12/03/2020,25
ESCINFO,ESCINFO-6284,PB,S,1.0,P,2017,19/12/2020,25
ESCINFO,ESCINFO-6422,PC,N,2.0,P,2019,28/02/2020,28
ESCINFO,ESCINFO-1451,PC,N,2.0,P,2019,27/03/2020,28
ESCINFO,ESCINFO-5833,PC,N,2.0,P,2019,28/11/2020,28
ESCINFO,ESCINFO-6326,PC,S,2.0,A,2019,02/01/2020,28
ESCINFO,ESCINFO-5928,PC,N,0.0,P,2019,12/04/2020,28
ESCINFO,ESCINFO-5818,PC,N,1.0,P,2019,27/11/2020,28
ESCINFO,ESCINFO-6038,PC,N,1.0,P,2019,12/11/2020,28
ESCINFO,ESCINFO-6179,PC,N,0.0,A,2019,14/12/2020,28
ESCINFO,ESCINFO-6051,PC,S,1.0,A,2019,12/11/2020,28
ESCINFO,ESCINFO-5985,PA,N,0.0,P,2015,12/07/2020,30
ESCINFO,ESCINFO-6339,PB,N,0.0,P,2017,02/04/2020,25
ESCINFO,ESCINFO-6464,PD,S,2.0,P,2019,14/04/2020,40
ESCINFO,ESCINFO-6115,PE,S,0.0,A,2020,13/12/2020,15
ESCINFO,ESCINFO-6466,PD,N,2.0,A,2019,14/04/2020,40
ESCINFO,ESCINFO-6420,PA,S,1.0,A,2015,25/02/2020,30
ESCINFO,ESCINFO-6223,PB,S,1.0,P,2017,14/12/2020,25
ESCINFO,ESCINFO-6123,PA,N,2.0,P,2015,13/12/2020,30
ESCINFO,ESCINFO-5958,PB,S,2.0,A,2017,12/06/2020,25
ESCINFO,ESCINFO-5853,PC,S,1.0,P,2019,29/11/2020,28
ESCINFO,ESCINFO-5852,PC,N,1.0,A,2019,29/11/2020,28
ESCINFO,ESCINFO-6372,PA,N,1.0,P,2015,02/07/2020,30
ESCINFO,ESCINFO-6250,PA,S,2.0,P,2015,14/12/2020,30
ESCINFO,ESCINFO-5845,PB,S,0.0,A,2017,28/11/2020,25
ESCINFO,ESCINFO-5728,PA,N,2.0,P,2015,13/12/2020,30
ESCINFO,ESCINFO-6077,PC,N,1.0,A,2019,12/12/2020,28
ESCINFO,ESCINFO-6235,PA,N,1.0,A,2015,14/12/2020,30
ESCINFO,ESCINFO-6016,PC,N,2.0,P,2019,12/07/2020,28
ESCINFO,ESCINFO-6064,PA,N,1.0,P,2015,12/11/2020,30
ESCINFO,ESCINFO-6063,PB,S,0.0,A,2017,12/11/2020,25
ESCINFO,ESCINFO-5840,PA,S,0.0,A,2015,28/11/2020,30
ESCINFO,ESCINFO-6052,PB,S,2.0,A,2017,12/11/2020,25
ESCINFO,ESCINFO-5827,PC,S,2.0,A,2019,27/11/2020,28
ESCINFO,ESCINFO-5859,PA,N,2.0,P,2015,29/11/2020,30
ESCINFO,ESCINFO-6237,PA,S,1.0,A,2015,14/12/2020,30
ESCINFO,ESCINFO-6467,PA,N,2.0,P,2015,14/04/2020,30
ESCINFO,ESCINFO-5919,PC,N,2.0,A,2019,12/04/2020,28
ESCINFO,ESCINFO-5965,PA,S,0.0,A,2015,12/06/2020,30
ESCINFO,ESCINFO-5979,PA,N,0.0,A,2015,12/06/2020,30
ESCINFO,ESCINFO-6174,PA,S,0.0,P,2015,13/12/2020,30
ESCINFO,ESCINFO-6455,PA,N,0.0,A,2015,04/07/2020,30
ESCINFO,ESCINFO-5976,PB,N,1.0,A,2017,12/06/2020,25
ESCINFO,ESCINFO-6068,PA,S,2.0,P,2015,12/12/2020,30
ESCINFO,ESCINFO-5874,PC,N,1.0,A,2019,12/03/2020,28
ESCINFO,ESCINFO-6207,PB,S,1.0,A,2017,14/12/2020,25
ESCINFO,ESCINFO-6460,PD,N,2.0,P,2019,14/04/2020,40
ESCINFO,ESCINFO-1810,PD,N,1.0,P,2019,14/04/2020,40
ESCINFO,ESCINFO-6468,PD,N,0.0,P,2019,14/04/2020,40
ESCINFO,ESCINFO-6042,PC,S,1.0,P,2019,12/11/2020,28
ESCINFO,ESCINFO-5925,PA,S,2.0,A,2015,12/04/2020,30
ESCINFO,ESCINFO-5885,PC,N,0.0,P,2019,12/03/2020,28
ESCINFO,ESCINFO-6009,PC,S,1.0,A,2019,12/07/2020,28
ESCINFO,ESCINFO-6469,PD,N,2.0,P,2019,14/04/2020,40
ESCINFO,ESCINFO-6414,PA,S,2.0,A,2015,14/02/2020,30
ESCINFO,ESCINFO-6470,PC,S,2.0,P,2019,14/04/2020,28
ESCINFO,ESCINFO-6471,PD,N,0.0,P,2019,15/04/2020,40
ESCINFO,ESCINFO-6310,PA,S,0.0,A,2015,29/01/2020,30
ESCINFO,ESCINFO-6285,PC,S,1.0,P,2019,19/12/2020,28
ESCINFO,ESCINFO-6350,PA,N,2.0,P,2015,02/06/2020,30
ESCINFO,ESCINFO-6313,PD,S,1.0,A,2019,30/01/2020,40
ESCINFO,ESCINFO-5751,PA,N,0.0,P,2015,15/04/2020,30
ESCINFO,ESCINFO-5819,PA,S,0.0,A,2015,27/11/2020,30
ESCINFO,ESCINFO-6246,PB,N,0.0,P,2017,14/12/2020,25
ESCINFO,ESCINFO-6472,PA,S,1.0,P,2015,15/04/2020,30
ESCINFO,ESCINFO-6045,PC,S,1.0,A,2019,12/11/2020,28
ESCINFO,ESCINFO-6307,PC,S,1.0,P,2019,27/12/2020,28
ESCINFO,ESCINFO-5973,PA,N,1.0,A,2015,12/06/2020,30
ESCINFO,ESCINFO-6234,PA,N,0.0,P,2015,14/12/2020,30
ESCINFO,ESCINFO-6203,PA,S,1.0,A,2015,14/12/2020,30
ESCINFO,ESCINFO-6370,PA,N,0.0,A,2015,02/07/2020,30
ESCINFO,ESCINFO-6314,PA,S,1.0,P,2015,30/01/2020,30
ESCINFO,ESCINFO-5974,PA,N,1.0,P,2015,12/06/2020,30
ESCINFO,ESCINFO-6117,PB,N,0.0,A,2017,13/12/2020,25
ESCINFO,ESCINFO-5953,PA,S,1.0,P,2015,12/05/2020,30
ESCINFO,ESCINFO-6475,PA,S,0.0,A,2015,15/04/2020,30
ESCINFO,ESCINFO-5904,PC,N,0.0,A,2019,12/04/2020,28
ESCINFO,ESCINFO-5999,PC,S,1.0,A,2019,12/07/2020,28
ESCINFO,ESCINFO-5938,PA,N,2.0,P,2015,12/05/2020,30
ESCINFO,ESCINFO-5959,PA,N,1.0,A,2015,12/06/2020,30
ESCINFO,ESCINFO-6018,PA,S,2.0,A,2015,12/07/2020,30
ESCINFO,ESCINFO-6256,PA,S,1.0,P,2015,14/12/2020,30
ESCINFO,ESCINFO-6056,PC,S,0.0,A,2019,12/11/2020,28
ESCINFO,ESCINFO-5695,PE,S,0.0,A,2020,04/09/2020,15
ESCINFO,ESCINFO-6236,PA,N,2.0,P,2015,14/12/2020,30
ESCINFO,ESCINFO-6231,PA,N,1.0,P,2015,14/12/2020,30
ESCINFO,ESCINFO-5997,PE,N,0.0,P,2020,12/07/2020,15
ESCINFO,ESCINFO-6227,PB,N,2.0,P,2017,04/09/2020,25
ESCINFO,ESCINFO-6100,PC,N,0.0,P,2019,12/12/2020,28
ESCINFO,ESCINFO-6214,PB,S,1.0,P,2017,14/12/2020,25
ESCINFO,ESCINFO-6059,PA,N,1.0,A,2015,12/11/2020,30
ESCINFO,ESCINFO-6243,PA,S,2.0,P,2015,14/12/2020,30
ESCINFO,ESCINFO-5964,PA,S,0.0,A,2015,12/06/2020,30
ESCINFO,ESCINFO-6373,PC,N,1.0,P,2019,02/07/2020,28
ESCINFO,ESCINFO-6034,PC,N,1.0,P,2019,12/11/2020,28
ESCINFO,ESCINFO-5939,PA,S,0.0,A,2015,12/05/2020,30
ESCINFO,ESCINFO-6080,PA,N,1.0,P,2015,12/12/2020,30
ESCINFO,ESCINFO-6039,PA,S,0.0,P,2015,12/11/2020,30
ESCINFO,ESCINFO-5854,PA,S,2.0,P,2015,29/11/2020,30
ESCINFO,ESCINFO-6323,PA,S,1.0,P,2015,04/11/2020,30
ESCINFO,ESCINFO-6479,PD,S,2.0,P,2019,17/04/2020,40
ESCINFO,ESCINFO-5841,PC,S,0.0,A,2019,28/11/2020,28
ESCINFO,ESCINFO-6476,PD,N,1.0,P,2019,17/04/2020,40
ESCINFO,ESCINFO-6121,PD,S,0.0,A,2019,13/12/2020,40
ESCINFO,ESCINFO-6029,PC,N,0.0,P,2019,12/11/2020,28
ESCINFO,ESCINFO-5931,PC,N,2.0,P,2019,12/05/2020,28
ESCINFO,ESCINFO-6188,PA,N,0.0,P,2015,14/12/2020,30
ESCINFO,ESCINFO-6379,PA,S,1.0,A,2015,02/07/2020,30
ESCINFO,ESCINFO-6394,PA,N,1.0,A,2015,02/11/2020,30
ESCINFO,ESCINFO-6126,PA,S,1.0,A,2015,13/12/2020,30
ESCINFO,ESCINFO-5820,PA,S,1.0,P,2015,27/11/2020,30
ESCINFO,ESCINFO-5875,PA,N,1.0,P,2015,12/03/2020,30
ESCINFO,ESCINFO-5881,PC,S,2.0,P,2019,12/03/2020,28
ESCINFO,ESCINFO-6208,PC,N,1.0,A,2019,14/12/2020,28
ESCINFO,ESCINFO-6181,PA,S,0.0,A,2015,14/12/2020,30
ESCINFO,ESCINFO-5821,PA,S,1.0,A,2015,27/11/2020,30
ESCINFO,ESCINFO-5956,PA,S,1.0,A,2015,12/05/2020,30
ESCINFO,ESCINFO-6172,PA,S,2.0,P,2015,13/12/2020,30
ESCINFO,ESCINFO-6092,PA,S,2.0,A,2015,12/12/2020,30
ESCINFO,ESCINFO-6190,PB,S,0.0,A,2017,14/12/2020,25
ESCINFO,ESCINFO-6253,PE,S,0.0,A,2020,14/12/2020,15
ESCINFO,ESCINFO-6477,PA,N,0.0,P,2015,17/04/2020,30
ESCINFO,ESCINFO-5987,PB,S,1.0,P,2017,12/07/2020,25
ESCINFO,ESCINFO-6259,PC,S,1.0,A,2019,17/12/2020,28
ESCINFO,ESCINFO-6096,PE,S,2.0,A,2020,12/12/2020,15
ESCINFO,ESCINFO-5980,PE,S,2.0,A,2020,12/06/2020,15
ESCINFO,ESCINFO-6054,PA,N,1.0,P,2015,12/11/2020,30
ESCINFO,ESCINFO-6134,PE,S,1.0,A,2020,13/12/2020,15
ESCINFO,ESCINFO-6075,PA,S,2.0,A,2015,12/12/2020,30
ESCINFO,ESCINFO-5855,PC,N,0.0,P,2019,29/11/2020,28
ESCINFO,ESCINFO-6085,PA,N,0.0,P,2015,12/12/2020,30
ESCINFO,ESCINFO-6252,PA,S,2.0,P,2015,14/12/2020,30
ESCINFO,ESCINFO-6128,PA,N,1.0,A,2015,13/12/2020,30
ESCINFO,ESCINFO-5986,PA,N,1.0,P,2015,12/07/2020,30
ESCINFO,ESCINFO-6156,PA,N,0.0,P,2015,13/12/2020,30
ESCINFO,ESCINFO-6124,PA,N,1.0,P,2015,13/12/2020,30
ESCINFO,ESCINFO-6161,PA,N,1.0,P,2015,13/12/2020,30
ESCINFO,ESCINFO-6193,PE,N,0.0,P,2020,14/12/2020,15
ESCINFO,ESCINFO-6113,PE,N,2.0,P,2020,12/12/2020,15
ESCINFO,ESCINFO-5993,PA,S,2.0,A,2015,12/07/2020,30
ESCINFO,ESCINFO-6074,PE,S,2.0,P,2020,12/12/2020,15
ESCINFO,ESCINFO-5998,PA,N,0.0,P,2015,12/07/2020,30
ESCINFO,ESCINFO-6072,PA,N,2.0,A,2015,12/12/2020,30
ESCINFO,ESCINFO-6132,PA,S,1.0,A,2015,13/12/2020,30
ESCINFO,ESCINFO-6086,PA,S,1.0,A,2015,12/12/2020,30
ESCINFO,ESCINFO-6403,PA,S,0.0,A,2015,02/12/2020,30
ESCINFO,ESCINFO-5887,PB,N,1.0,A,2017,12/03/2020,25
ESCINFO,ESCINFO-5873,PC,S,1.0,P,2019,12/03/2020,28
ESCINFO,ESCINFO-6084,PC,S,1.0,P,2019,12/12/2020,28
ESCINFO,ESCINFO-6131,PA,N,1.0,A,2015,13/12/2020,30
ESCINFO,ESCINFO-6025,PC,S,0.0,P,2019,12/11/2020,28
ESCINFO,ESCINFO-6067,PB,S,1.0,A,2017,12/12/2020,25
ESCINFO,ESCINFO-5922,PB,S,2.0,A,2017,12/04/2020,25
ESCINFO,ESCINFO-6040,PA,S,0.0,A,2015,12/11/2020,30
ESCINFO,ESCINFO-6155,PA,S,2.0,A,2015,13/12/2020,30
ESCINFO,ESCINFO-5915,PA,N,1.0,P,2015,12/04/2020,30
ESCINFO,ESCINFO-6481,PD,S,1.0,P,2019,18/04/2020,40
ESCINFO,ESCINFO-6176,PB,S,1.0,A,2017,14/12/2020,25
ESCINFO,ESCINFO-3406,PC,N,1.0,A,2019,21/04/2020,28
ESCINFO,ESCINFO-6486,PB,S,1.0,P,2017,22/04/2020,25
ESCINFO,ESCINFO-6487,PA,N,1.0,A,2015,22/04/2020,30
ESCINFO,ESCINFO-6417,PA,S,2.0,P,2015,19/02/2020,30
ESCINFO,ESCINFO-5950,PB,N,1.0,P,2017,12/05/2020,25
ESCINFO,ESCINFO-5866,PA,S,0.0,A,2015,22/04/2020,30
ESCINFO,ESCINFO-6273,PA,N,1.0,A,2015,17/12/2020,30
ESCINFO,ESCINFO-6043,PA,S,1.0,P,2015,12/11/2020,30
ESCINFO,ESCINFO-6210,PC,N,1.0,P,2019,14/12/2020,28
ESCINFO,ESCINFO-6447,PE,S,0.0,P,2020,22/04/2020,15
ESCINFO,ESCINFO-5303,PA,N,2.0,P,2015,22/04/2020,30
ESCINFO,ESCINFO-5234,PA,N,2.0,P,2015,23/04/2020,30
ESCINFO,ESCINFO-4582,PD,N,1.0,A,2019,04/09/2020,40
ESCINFO,ESCINFO-1168,PD,S,2.0,A,2019,28/04/2020,40
ESCINFO,ESCINFO-5930,PA,N,0.0,P,2015,12/05/2020,30
ESCINFO,ESCINFO-6298,PA,N,1.0,P,2015,21/12/2020,30
ESCINFO,ESCINFO-6488,PA,N,0.0,P,2015,05/07/2020,30
ESCINFO,ESCINFO-6423,PA,S,0.0,A,2015,28/02/2020,30
ESCINFO,ESCINFO-4749,PA,S,2.0,P,2015,20/04/2020,30
ESCINFO,ESCINFO-944,PB,S,1.0,P,2017,04/02/2018,25
ESCINFO,ESCINFO-4204,PB,S,0.0,A,2017,30/03/2020,25
ESCINFO,ESCINFO-4891,PB,S,0.0,P,2017,20/04/2020,25
ESCINFO,ESCINFO-5689,PB,S,0.0,P,2017,03/01/2018,25
ESCINFO,ESCINFO-1992,PA,S,0.0,P,2015,02/08/2018,30
ESCINFO,ESCINFO-4192,PA,N,1.0,P,2015,29/03/2020,30
ESCINFO,ESCINFO-981,PB,S,1.0,A,2017,17/02/2018,25
ESCINFO,ESCINFO-5543,PC,S,0.0,A,2019,14/12/2020,28
ESCINFO,ESCINFO-5777,PB,S,0.0,P,2017,30/03/2020,25
ESCINFO,ESCINFO-5244,PC,S,0.0,P,2019,12/05/2020,28
ESCINFO,ESCINFO-5533,PC,N,2.0,A,2019,14/12/2020,28
ESCINFO,ESCINFO-2369,PB,S,0.0,A,2017,12/04/2018,25
ESCINFO,ESCINFO-5791,PC,N,1.0,P,2019,20/04/2020,28
ESCINFO,ESCINFO-5796,PB,N,1.0,P,2017,23/04/2020,25
ESCINFO,ESCINFO-1283,PB,N,1.0,P,2017,14/05/2018,25
ESCINFO,ESCINFO-5266,PC,N,1.0,P,2019,12/06/2020,28
ESCINFO,ESCINFO-5265,PC,N,1.0,P,2019,12/06/2020,28
ESCINFO,ESCINFO-5131,PB,N,0.0,P,2017,29/11/2020,25
ESCINFO,ESCINFO-5264,PC,N,1.0,A,2019,12/06/2020,28
ESCINFO,ESCINFO-1665,PB,S,1.0,A,2017,18/12/2018,25
ESCINFO,ESCINFO-5463,PC,N,2.0,P,2019,13/12/2020,28
ESCINFO,ESCINFO-5525,PC,S,0.0,A,2019,14/12/2020,28
ESCINFO,ESCINFO-5578,PB,S,1.0,P,2017,15/12/2020,25
ESCINFO,ESCINFO-5340,PB,S,1.0,P,2017,12/11/2020,25
ESCINFO,ESCINFO-3585,PB,N,1.0,A,2017,16/12/2018,25
ESCINFO,ESCINFO-5186,PC,N,1.0,P,2019,12/04/2020,28
ESCINFO,ESCINFO-3219,PC,N,0.0,A,2019,23/12/2020,28
ESCINFO,ESCINFO-5182,PC,S,2.0,P,2019,12/01/2020,28
ESCINFO,ESCINFO-4506,PB,S,1.0,P,2017,13/04/2020,25
ESCINFO,ESCINFO-5257,PC,S,2.0,A,2019,12/06/2020,28
ESCINFO,ESCINFO-4851,PB,N,2.0,P,2017,19/04/2020,25
ESCINFO,ESCINFO-5166,PB,S,1.0,P,2017,12/01/2020,25
ESCINFO,ESCINFO-5472,PC,S,1.0,A,2019,13/12/2020,28
ESCINFO,ESCINFO-5465,PC,S,0.0,P,2019,04/04/2020,28
ESCINFO,ESCINFO-5419,PB,S,1.0,P,2017,12/12/2020,25
ESCINFO,ESCINFO-5411,PB,N,1.0,P,2017,12/12/2020,25
ESCINFO,ESCINFO-5996,PB,N,1.0,P,2017,12/07/2020,25
ESCINFO,ESCINFO-4184,PB,S,2.0,P,2017,03/05/2020,25
ESCINFO,ESCINFO-6275,PB,S,1.0,P,2017,18/12/2020,25
ESCINFO,ESCINFO-5920,PB,N,2.0,P,2017,12/04/2020,25
ESCINFO,ESCINFO-6028,PB,S,2.0,A,2017,12/11/2020,25
ESCINFO,ESCINFO-1687,PC,N,1.0,A,2019,18/02/2020,28
ESCINFO,ESCINFO-5921,PC,S,2.0,P,2019,12/04/2020,28
ESCINFO,ESCINFO-5868,PC,N,1.0,A,2019,30/11/2020,28
ESCINFO,ESCINFO-6049,PC,S,0.0,A,2019,12/11/2020,28
ESCINFO,ESCINFO-6031,PC,N,2.0,A,2019,12/11/2020,28
ESCINFO,ESCINFO-6178,PC,S,0.0,A,2019,14/12/2020,28
ESCINFO,ESCINFO-6097,PC,N,1.0,A,2019,12/12/2020,28
ESCINFO,ESCINFO-1576,PB,N,1.0,P,2017,28/07/2018,25
ESCINFO,ESCINFO-5130,PB,S,1.0,P,2017,29/11/2020,25
ESCINFO,ESCINFO-5282,PB,S,1.0,P,2017,12/07/2020,25
ESCINFO,ESCINFO-2771,PB,S,1.0,A,2017,02/05/2018,25
ESCINFO,ESCINFO-4463,PB,S,1.0,P,2017,30/03/2020,25
ESCINFO,ESCINFO-3648,PB,S,1.0,P,2017,26/03/2020,25
ESCINFO,ESCINFO-3469,PB,N,2.0,P,2017,12/10/2018,25
ESCINFO,ESCINFO-1555,PB,S,1.0,A,2017,12/06/2018,25
ESCINFO,ESCINFO-5245,PB,N,2.0,P,2017,12/05/2020,25
ESCINFO,ESCINFO-5466,PB,N,1.0,P,2017,13/12/2020,25
ESCINFO,ESCINFO-5319,PC,N,0.0,A,2019,12/11/2020,28
ESCINFO,ESCINFO-3781,PB,S,0.0,A,2017,22/12/2018,25
ESCINFO,ESCINFO-5329,PC,S,0.0,A,2019,12/11/2020,28
ESCINFO,ESCINFO-4206,PB,S,2.0,A,2017,30/03/2020,25
ESCINFO,ESCINFO-5666,PB,N,0.0,P,2017,31/01/2020,25
ESCINFO,ESCINFO-2914,PB,S,1.0,P,2017,20/02/2018,25
ESCINFO,ESCINFO-4988,PB,S,0.0,A,2017,26/04/2020,25
ESCINFO,ESCINFO-4551,PB,N,2.0,A,2017,14/04/2020,25
ESCINFO,ESCINFO-2443,PB,S,1.0,A,2017,12/09/2018,25
ESCINFO,ESCINFO-5345,PC,S,1.0,A,2019,12/11/2020,28
ESCINFO,ESCINFO-5277,PC,S,1.0,A,2019,12/06/2020,28
ESCINFO,ESCINFO-5261,PC,N,1.0,P,2019,12/06/2020,28
ESCINFO,ESCINFO-5772,PC,S,1.0,A,2019,27/03/2020,28
ESCINFO,ESCINFO-1057,PC,S,0.0,P,2019,19/02/2020,28
ESCINFO,ESCINFO-3511,PC,S,1.0,P,2019,12/11/2020,28
ESCINFO,ESCINFO-5221,PC,S,2.0,P,2019,12/05/2020,28
ESCINFO,ESCINFO-1116,PC,N,1.0,P,2019,05/09/2020,28
ESCINFO,ESCINFO-2411,PC,N,2.0,P,2019,03/09/2020,28
ESCINFO,ESCINFO-895,PC,N,1.0,P,2019,03/09/2020,28
ESCINFO,ESCINFO-630,PC,S,2.0,A,2019,27/03/2020,28
ESCINFO,ESCINFO-733,PC,S,1.0,P,2019,03/07/2020,28
ESCINFO,ESCINFO-3390,PB,S,2.0,A,2017,12/04/2018,25
ESCINFO,ESCINFO-1351,PB,N,2.0,P,2017,15/05/2018,25
ESCINFO,ESCINFO-5392,PC,S,2.0,P,2019,12/12/2020,28
ESCINFO,ESCINFO-5623,PC,N,1.0,A,2019,19/12/2020,28
ESCINFO,ESCINFO-4604,PB,N,2.0,A,2017,09/08/2020,25
ESCINFO,ESCINFO-3529,PA,S,1.0,A,2015,12/12/2018,30
ESCINFO,ESCINFO-3428,PC,S,1.0,A,2019,16/12/2020,28
ESCINFO,ESCINFO-4182,PB,N,0.0,P,2017,29/03/2020,25
ESCINFO,ESCINFO-6697,PA,S,1.0,A,2015,03/01/2018,30
ESCINFO,ESCINFO-5333,PC,S,2.0,A,2019,12/11/2020,28
ESCINFO,ESCINFO-5039,PC,S,0.0,A,2019,27/02/2020,28
ESCINFO,ESCINFO-5663,PD,N,0.0,P,2019,23/04/2020,40
ESCINFO,ESCINFO-5738,PD,N,0.0,P,2019,17/04/2020,40
ESCINFO,ESCINFO-5112,PD,S,1.0,A,2019,27/04/2020,40
ESCINFO,ESCINFO-5367,PD,N,1.0,P,2019,04/10/2020,40
ESCINFO,ESCINFO-4193,PD,N,2.0,P,2019,29/03/2020,40
ESCINFO,ESCINFO-5130,PD,N,1.0,P,2019,04/05/2020,40
ESCINFO,ESCINFO-3682,PB,N,1.0,P,2017,18/12/2018,25
ESCINFO,ESCINFO-3503,PB,N,2.0,A,2017,12/11/2018,25
ESCINFO,ESCINFO-459,PC,N,0.0,A,2019,28/03/2020,28
ESCINFO,ESCINFO-1666,PB,S,1.0,P,2017,14/02/2018,25
ESCINFO,ESCINFO-4411,PC,N,1.0,P,2019,04/08/2020,28
ESCINFO,ESCINFO-3456,PC,S,0.0,A,2019,22/02/2020,28
ESCINFO,ESCINFO-1772,PB,S,1.0,P,2017,19/02/2018,25
ESCINFO,ESCINFO-5628,PB,N,0.0,P,2017,19/12/2020,25
ESCINFO,ESCINFO-5142,PC,S,0.0,P,2019,30/11/2020,28
ESCINFO,ESCINFO-4832,PC,N,0.0,P,2019,19/04/2020,28
ESCINFO,ESCINFO-5383,PD,S,1.0,A,2019,30/03/2020,40
ESCINFO,ESCINFO-5286,PC,N,2.0,P,2019,12/07/2020,28
ESCINFO,ESCINFO-4259,PD,N,1.0,P,2019,04/04/2020,40
ESCINFO,ESCINFO-5784,PC,S,1.0,A,2019,13/04/2020,28
ESCINFO,ESCINFO-2931,PB,S,1.0,A,2017,03/12/2020,25
ESCINFO,ESCINFO-6003,PB,S,2.0,A,2017,03/09/2020,25
ESCINFO,ESCINFO-5034,PE,S,1.0,P,2020,03/09/2020,15
ESCINFO,ESCINFO-5010,PA,S,1.0,P,2015,03/09/2020,30
ESCINFO,ESCINFO-5864,PC,N,2.0,P,2019,03/09/2020,28
ESCINFO,ESCINFO-5616,PA,N,0.0,P,2015,03/10/2020,30
ESCINFO,ESCINFO-5268,PE,S,2.0,P,2020,03/10/2020,15
ESCINFO,ESCINFO-7229,PA,S,1.0,A,2015,03/10/2020,30
ESCINFO,ESCINFO-1674,PC,N,1.0,P,2019,03/10/2020,28
ESCINFO,ESCINFO-3438,PA,S,1.0,P,2015,03/10/2020,30
ESCINFO,ESCINFO-3458,PA,N,0.0,P,2015,03/11/2020,30
ESCINFO,ESCINFO-5015,PA,N,2.0,P,2015,03/12/2020,30
ESCINFO,ESCINFO-4864,PE,S,1.0,A,2020,16/03/2020,15
ESCINFO,ESCINFO-3534,PE,N,1.0,A,2020,16/03/2020,15
ESCINFO,ESCINFO-5800,PE,N,1.0,P,2020,16/03/2020,15
ESCINFO,ESCINFO-5222,PA,N,1.0,P,2015,20/03/2020,30
ESCINFO,ESCINFO-728,PC,N,0.0,A,2019,20/03/2020,28
ESCINFO,ESCINFO-6539,PA,N,0.0,A,2015,24/11/2020,30
ESCINFO,ESCINFO-6538,PB,S,0.0,A,2017,24/11/2020,25
ESCINFO,ESCINFO-7110,PB,N,0.0,A,2017,30/12/2020,25
ESCINFO,ESCINFO-6574,PA,S,0.0,A,2015,26/11/2020,30
ESCINFO,ESCINFO-6603,PB,S,0.0,P,2017,27/11/2020,25
ESCINFO,ESCINFO-6106,PA,S,1.0,P,2015,23/03/2020,30
ESCINFO,ESCINFO-7234,PD,S,1.0,A,2019,23/03/2020,40
ESCINFO,ESCINFO-6053,PC,N,0.0,P,2019,23/03/2020,28
ESCINFO,ESCINFO-6327,PC,S,1.0,P,2019,23/03/2020,28
ESCINFO,ESCINFO-7049,PD,S,0.0,A,2019,18/12/2020,40
ESCINFO,ESCINFO-6699,PC,S,1.0,P,2019,12/03/2020,28
ESCINFO,ESCINFO-6969,PA,S,2.0,P,2015,15/12/2020,30
ESCINFO,ESCINFO-5949,PB,N,1.0,P,2017,23/03/2020,25
ESCINFO,ESCINFO-6975,PA,S,0.0,P,2015,15/12/2020,30
ESCINFO,ESCINFO-6533,PA,S,0.0,A,2015,24/11/2020,30
ESCINFO,ESCINFO-6550,PB,N,1.0,P,2017,25/11/2020,25
ESCINFO,ESCINFO-7237,PA,N,2.0,P,2015,23/03/2020,30
ESCINFO,ESCINFO-7238,PA,S,0.0,A,2015,25/03/2020,30
ESCINFO,ESCINFO-5834,PC,S,2.0,P,2019,25/03/2020,28
ESCINFO,ESCINFO-7204,PD,S,1.0,P,2019,02/09/2020,40
ESCINFO,ESCINFO-4871,PA,S,0.0,A,2015,25/03/2020,30
ESCINFO,ESCINFO-7052,PC,N,1.0,P,2019,18/12/2020,28
ESCINFO,ESCINFO-5903,PB,S,0.0,A,2017,25/03/2020,25
ESCINFO,ESCINFO-7236,PC,S,1.0,P,2019,23/03/2020,28
ESCINFO,ESCINFO-2777,PD,N,1.0,A,2019,25/03/2020,40
ESCINFO,ESCINFO-5829,PC,S,2.0,P,2019,17/03/2020,28
ESCINFO,ESCINFO-7016,PA,S,0.0,P,2015,16/12/2020,30
ESCINFO,ESCINFO-6568,PA,S,1.0,A,2015,25/11/2020,30
ESCINFO,ESCINFO-6507,PA,N,1.0,P,2015,24/11/2020,30
ESCINFO,ESCINFO-6499,PA,N,1.0,A,2015,24/11/2020,30
ESCINFO,ESCINFO-7231,PA,S,0.0,A,2015,20/03/2020,30
ESCINFO,ESCINFO-6618,PA,S,1.0,P,2015,28/11/2020,30
ESCINFO,ESCINFO-7073,PA,S,1.0,P,2015,19/12/2020,30
ESCINFO,ESCINFO-6700,PD,N,0.0,P,2019,12/03/2020,40
ESCINFO,ESCINFO-6023,PE,N,2.0,P,2020,27/03/2020,15
ESCINFO,ESCINFO-6626,PC,N,1.0,P,2019,28/11/2020,28
ESCINFO,ESCINFO-6195,PC,S,1.0,P,2019,26/03/2020,28
ESCINFO,ESCINFO-5471,PA,S,2.0,A,2015,27/03/2020,30
ESCINFO,ESCINFO-1527,PD,N,0.0,A,2019,27/03/2020,40
ESCINFO,ESCINFO-6947,PA,N,1.0,P,2015,12/12/2020,30
ESCINFO,ESCINFO-7228,PA,N,1.0,P,2015,03/09/2020,30
ESCINFO,ESCINFO-1112,PA,S,0.0,A,2015,12/04/2020,30
ESCINFO,ESCINFO-3607,PA,N,0.0,A,2015,27/03/2020,30
